sentence,stanceConsolidated,stanceNotConsolidated,coderConsolidated,coderNotConsolidated,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author
"USA vabariiklaste presidendikandidaat Donald Trump kutsus esmaspäeval külma sõja stiilis mobiliseerumisele „radikaalse islamiterrori“ vastu ning kordas üleskutset karmiks sisserände kontrolliks, mille hulgas peaks olema uus ideoloogiline test moslemitest USA külastajatele ja sisserändajatele.",2,2,J,J,16.08.2016 05:37,Trump lubas moslemitest sisserändajatele äärmuslikku kontrolli,EkspressGrupp,Delfi,,"['ränne', 'rahvus']","['rände', 'rända', 'moslem', 'islam']",
2100. aastaks on umbes 40 protsenti kõikidest inimestest ja ligi pooled maailma lastest aafriklased - tegu on ajaloo ühe kiireima ja radikaalseima demograafilise muutusega.,3,3,J,J,23.04.2018 09:22,"100 miljoni elanikuga linn tulekul? Teadlased pelgavad, et linnastumine väljub kontrolli alt",EkspressGrupp,Eesti Ekspress,,['rahvus'],['aafrikla'],
Eesti-suunalise aktiivsuse poolest tasub kapo hinnangul eraldi märkida Saudi Araabia islamiorganisatsiooni Al-Waqf AlIslami.,3,3,J,J,12.04.2017 07:07,"Kapo aastaraamat: lõpuni ei saa välistada terroriakti üksiktegutseja poolt, pagulaste tausta pole võimalik täielikult kontrollida",EkspressGrupp,Delfi,,['rahvus'],['islam'],
"Migratsioon peaks olema kindlalt kontrollitav ning asüülitaotlejate arv ei tohiks kunagi ületada 1,5% riigi rahvaarvust.",3,3,J,J,03.07.2017 18:47,Saksa ajaloolane: Euroopa ei ole 2015. aasta migratsioonikriisist midagi õppinud,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'asüül']",
"Ja seda ei nimetata miskipärast mitte „vihakõneks“ ega „vaenu õhutamiseks“…Kui aga keegi ütleb välja oma südametunnistuse järgi midagi, mis ei ühti peavoolumeedia arvamusega – siis tembeldatakse väljaütlejad kohe vaenu õhutajateks, natsideks, kremlimeelseteks, foobiate õhutajateks ja ei tea veel millisteks sulepeast välja imetud värdjateks… Kui see pole veel meie meedia kallutatus – mis see siis veel on?Meile propageeritakse uksest ja aknast liberalismi, multikultuursust ja erinevuste rikastavat toimet, sest Euroopast tulev on ju kõik uus, huvitav ja taunimist mittevääriv.",MH,MH,J,J,17.01.2019 07:47,Ülo Palmet: meedia on omaks võtnud Goebbelsi vale tõeks tagumise praktika,UuedUudised,UuedUudised,Arvamus,['paremäärmus'],['multikult'],
Eesti peab tähtsaks tegeleda rändesurve probleemide algpõhjustega.,4,4,J,J,11.09.2015 15:03,ELi asjade komisjon toetas valitsuse seisukohti rändesurve leevendamiseks,EkspressGrupp,Delfi,,['ränne'],['rände'],
"Kantar Emor teleauditooriumi uuringust selgub, et PBK vaadatavus on mitte-eestlaste seas 14,8 protsenti, samal aja on verinoore telekanali ETV+ vaadatavus kordades väiksem – pelgalt 1,2 protsenti.",MH,MH,J,J,10.01.2018 08:57,"Erik Roose ETV+'i napist vaadatavusest: pole raha, et toota keerukaid ja kvaliteetseid saateid",EkspressGrupp,Delfi,,['mittekodanikud'],['mitte-eestla'],
"Et on okei, et üheksa-aastased tüdrukud lõigatakse ümber ja neid kepivad need karvased vanamehed, kelle nägu on paraku täna see, mida afgaanid „tahavad”?Ursula K. Le Guinil on lugu „Need, kes lähevad Omelast ära” („The Ones Who Walk Away from Omelas”, 1973, ek 1992).",MH,MH,J,J,18.08.2021 06:18,tsivilisatsioon vs metslus 0:1,UuedUudised,UuedUudised,Arvamus,['rahvus'],['afgaan'],
"“No kujutage ette – inimene helistab öösel kell 12 ja ütleb, et hakkas moslemiks!",MH,MH,J,J,15.01.2020 09:03,"Islamitaustaga Kristi Stevenist: “Kujutage ette – inimene helistab öösel kell 12 ja ütleb, et hakkas moslemiks!""",EkspressGrupp,Maaleht,,['rahvus'],['moslem'],Maire Aunaste
"Minu arvates andis sarjale palju Apu isik, kes hindu immigrandina tegi vapralt ära USA kodakondsuseksami, tõestamaks lojaalsust uuele kodumaale.",4,4,J,J,28.06.2020 06:58,Ei sentigi raha ega minutitki aega kultuurimarksismile,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
"Prantsusmaa on viimastel aastatel olnud sunnitud põhjalikult järelemõtlema oma vabariiklike väärtuse üle, mida on paljude hinnangul ohustama hakanud islamiäärmuslus ja rida terrorirünnakuid alates 2015. aastast.",MH,MH,J,J,02.10.2020 12:00,Midagi uut: president Macron kritiseerib islamit,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],
"Need inimesed võivad olla ohtlikud ja kuna nad on ka valdavalt meessoost moslemid, siis on neil keskaegsed tavad ja kombed, mis näiteks Eesti kontekstis tekitaksid kohe põlisrahva ja uustulnukate vahel teravaid konflikte.",2,2,J,J,06.07.2017 03:41,Mart Helme: peame oma inimesi importvägivalla eest kaitsma,UuedUudised,UuedUudised,Maailm,['rahvus'],['moslem'],
"Katrina usub, et rassismi on ühiskonnast võimalik välja juurutada, aga kõige pealt tuleb tunnistada selle olemasolu.",MH,MH,J,J,12.06.2020 16:30,Kivisaare vastu petitsiooni algatanud Katrina Indiana: rassism valgete vastu pole võimalik,EkspressGrupp,Kroonika,,['rass'],['([\\W ]|^)rass'],Vahur Joa
"Kuidas muudavad sellised rünnakud tavaliste ja rahulike islamiusuliste elu?a ei usu, et ühiskonnal on islamiusulistega probleeme.",MH,MH,J,J,23.03.2015 01:30,"Al-Qaida tapmisnimekirja kuuluv Eesti päritolu karikaturist: ühegi teise usuga ei ole probleeme, ainult islamiga",EkspressGrupp,Eesti Päevaleht,,['rahvus'],['islam'],
Kaugeltki kõik ei elanud nomaadidena kogu aasta.,MH,MH,J,J,25.07.2021 12:00,Suured koerad? Indiaanlased tutvusid hobustega tänu valgetele,EkspressGrupp,Forte,,['välistööjõud'],['nomaad'],Ajakiri Imeline Ajalugu
"Bangura tõi näitena ühe 20-aastase neiu, kes põletati elusalt, kuna ta keeldus Islamiriigi sõdalastega sadistlikku seksuaalvahekorda astumast.",MH,MH,J,J,23.05.2015 13:03,ISIL hukkas sadistlikust seksist keeldunud neiu,EkspressGrupp,Delfi,,['rahvus'],['islam'],
Näiteks ukrainlasi seega Ukrainas.,MH,MH,J,J,30.07.2020 13:39,Jüri Ratas koroonakolde läitnud tartlasest: tal pole mingisugust vastutustunnet,EkspressGrupp,Delfi,,['rahvus'],['ukrainla'],Karoliina Vasli
"Paljud sisserändepiirangute eelnõud, mis tulevad EKRE ministeeriumidest, vajavad ka partnerite ministeeriumidest kooskõlastusi, need aga pole alati kärmed tulema, ja nende saavutamine tähendab sageli kompromisside otsinguid ja järeleandmisi mujal, kus see on võimalik.",3,3,J,J,07.06.2020 06:16,“Miks EKRE midagi ei tee? Mina teid enam ei vali!”,UuedUudised,UuedUudised,Arvamus,['ränne'],['rände'],
"Kindlasti teeks ta sedasama, mida tegi 2000 aastat tagasi: pilkaks meie aja usurituaale ja hüvedekskuulutamisi, nagu trummilöömist multikulti ja kliimamuutuse ümber.",MH,MH,J,J,24.12.2020 07:08,Põlissoomlaste esimehe Jussi Halla-aho jõulutervitus: me toetume tugevalt kristlikele väärtustele,UuedUudised,UuedUudised,Maailm,['paremäärmus'],['multikult'],
"Mees ise ütles, et kuigi ta ei tundnud 18-aastast Nigeeria pagulase poolt mõrvatud Itaalia neidu isiklikult, siis kuuldes raadiost, et jõhkras mõrvas süüdistatuna on vahistatud nigeerlane, otsustas ta tüdruku tapmise eest immigrantidele kätte maksta ning teha midagi massilise sisserände vastu.",2,2,J,J,12.07.2019 10:01,"Kuidas kirjutada ideoloogilist libauudist ""paremäärmuslusest""",UuedUudised,UuedUudised,Eesti,"['ränne', 'pagulased']","['migra', 'rände', 'pagula']",
"Indoneeslanna Siti Aisyah töötas ööklubis, vietnamlanna Doan Thi Hoangi amet pole teada.",MH,MH,J,J,17.02.2017 22:05,Põhja-Korea „printsi” surmainglid lasi lendu ilmselt tema diktaatorist vend,EkspressGrupp,Eesti Päevaleht,,['rahvus'],['vietnamla'],
"Kindlasti peab säilima ELi liikmesriikide vabatahtlikkus sõjapõgenike aitamisel,“ ütles ELi asjade komisjoni aseesimees Jaak Madison.",2,2,J,J,11.09.2015 15:03,ELi asjade komisjon toetas valitsuse seisukohti rändesurve leevendamiseks,EkspressGrupp,Delfi,,['pagulased'],['põgenik'],
"Kui võisime ignoreerida teiste riikide kogemust liiga liberaalse sisserändega seotud murekohtade ja kasvavate sotsiaalprobleemide pärast, siis koroonaviirusest tulenevat ise hakkama saamise vajadust ignoreerida ei saa ega tohi.",MH,MH,J,J,13.05.2020 13:17,Rahvastikuminister Solman: sisserändele rajatud riigi edu on habras,EkspressGrupp,Eesti Päevaleht,,['ränne'],['rände'],Riina Solman
"arvestades, et koos mõistega „Aafrika päritolu inimesed“ võidakse kasutada ka määratlusi afroeurooplased (Afro?European), Aafrika?eurooplased (African European) või mustanahalised eurooplased (Black European), afrokariibi inimesed (Afro?Caribbean) või mustanahalised Kariibi inimesed (Black?Caribbean) ja sellega viidatakse Aafrika päritolule või Aafrika päritolu inimese järeltulijale, kes on sündinud Euroopa Liidus, on liidu kodanik või elab Euroopas;B. arvestades, et terminid „afrofoobia“, „afrifoobia“ ja „mustanahaliste vastu suunatud rassism“ viitavad rassismi erivormile, sealhulgas vägivallale ja diskrimineerimisele, mida toetavad ajalooline kuritarvitamine ja negatiivsed stereotüübid ning mis põhjustab Aafrika päritolu inimeste tõrjumist ja ebainimlikustamist; arvestades, et see on seotud kolonialismi ja Atlandi?ülese orjakaubanduse ajalooliste represseerivate struktuuridega, nagu on tunnistanud ka Euroopa Nõukogu inimõiguste volinik;C. arvestades, et Euroopas elab hinnanguliselt 15 miljonit Aafrika päritolu inimest(8) , kuigi andmete kogumine võrdõiguslikkuse kohta ei ole ELi liikmesriikides süstemaatiline ega põhine enesemääramisel ning rändajate ja kolmanda või kaugema põlvkonna rändajate järeltulijad jäetakse sageli arvesse võtmata;D. arvestades, et ELi Põhiõiguste Ametil on tõendeid selle kohta, et Euroopas ohustab rassism ja diskrimineerimine kõigis eluvaldkondades eriti Sahara?taguse Aafrika taustaga vähemusi(9) ;E. arvestades, et Põhiõiguste Ameti hiljuti avaldatud teise Euroopa Liidu vähemuste ja diskrimineerimise uuringu kohaselt(10) olid 16–24?aastased Aafrika päritolu vastajad uuringule eelnenud 12 kuu jooksul kogenud rohkem vihkamisest ajendatud ahistamisjuhtumeid (32 %) kui vanemad vastajad ning et ka küberahistamine on sagedamini suunatud noorte vastu ja väheneb vanusega;F. arvestades, et Euroopa kolonialismi ja Atlandi-ülese orjakaubanduse ajaloolist ebaõiglust aafriklaste ja Aafrikast pärit rahvaste vastu, sh orjastamist, sunniviisilist tööd, rassilist apartheidi, tapatalguid ja genotsiidi ei ole ikka veel selgelt tunnistatud ning sellele ei ole ELi liikmesriikides ametlikul tasandil tähelepanu pööratud;G. arvestades, et diskrimineerivate stereotüüpide püsimine mõnedes Euroopa tavades, sealhulgas näiteks näo mustaks värvimine, kinnistab sügavalt juurdunud stereotüüpe Aafrika päritolu inimeste suhtes ja võib diskrimineerimist süvendada;H. arvestades, et riiklike võrdõiguslikkust edendavate asutuste ja nende Euroopa Liidu võrgustiku Eqinet olulist tööd tuleks tunnustada ja toetada;I. arvestades, et Euroopa Julgeoleku- ja Koostööorganisatsiooni (OSCE) demokraatlike institutsioonide ja inimõiguste büroo (ODIHR) iga-aastases vihakuritegude aruandes(11) on täheldatud, et Aafrika päritolu inimesed kogevad sageli rassistlikku vägivalda, kuid siiski puudub paljudes riikides vägivallaohvritele vajalik õigusabi ja rahaline toetus;J. arvestades, et valitsustel on esmane vastutus õigusriigi järgimise ja oma kodanike põhiõiguste eest ja seetõttu ka vägivalla, kaasa arvatud afrofoobse vägivalla jälgimise ja ennetamise ning selle toimepanijate vastutuselevõtmise eest;K. arvestades, et rassilise diskrimineerimise kohta haridussüsteemis on vähe andmeid; arvestades, et tõendid osutavad siiski sellele, et Aafrika päritolu lastele pannakse liikmesriikides halvemaid hindeid kui nende heledanahalistele koolikaaslastele ning haridussüsteemist varakult lahkumine on Aafrika päritolu laste hulgas tunduvalt sagedasem(12) ;L. arvestades, et Aafrika päritolu täiskasvanud ja lapsed on politseis vahi all viibides aina suuremas ohus, kusjuures esineb palju vägivalla- ja surmajuhtumeid; arvestades, et õiguskaitse, kuritegevuse ennetamise, terrorismivastase võitluse ja sisserände kontrolli valdkonnas esineb tihti võimu kuritarvitamist, mis ilmneb tavapärase rassilise profileerimise, diskrimineeriva kontrolli, läbiotsimises ja jälgimisena;M. arvestades, et diskrimineerimisvastased õiguskaitsevahendid on olemas ning et on vaja tugevat ja konkreetset poliitikat, et võidelda struktuurilise rassismi vastu, millega Aafrika päritolu inimesed Euroopas kokku puutuvad, sealhulgas tööhõive, hariduse, tervishoiu, kriminaalõiguse, poliitikas osalemise ning rände- ja varjupaigapoliitika ja -tavade valdkonnas;N. arvestades, et Aafrika päritolu inimesed kogevad Euroopa eluasemeturul diskrimineerimist, mille tulemuseks on ruumiline eraldatus madala sissetulekuga piirkondades, mida iseloomustavad viletsad ja kitsad elamistingimused;O. arvestades, et kuigi Aafrika päritolu inimesed on ajaloo jooksul andnud märkimisväärse panuse Euroopa ühiskonna ülesehitamisse, kogevad väga paljud neist tööturul diskrimineerimist;P. arvestades, et Aafrika päritolu inimeste osa Euroopa madalama sissetulekuga elanikkonna hulgas on ebaproportsionaalselt suur;Q. arvestades, et Aafrika päritolu inimesed on Euroopa Liidu poliitilistes ja õiguslikes institutsioonides nii Euroopa, riiklikul kui ka kohalikul tasandil valdavalt alaesindatud;R. arvestades, et Aafrika päritolu poliitikud kogevad avalikkuses nii riiklikul kui ka Euroopa tasandil endiselt alandavaid rünnakuid;S. arvestades, et rassism ja diskrimineerimine Aafrika päritolu inimeste vastu on struktuurne ning seguneb sageli diskrimineerimise ja rõhumise teiste vormidega soo, rassi, nahavärvi, etnilise või sotsiaalse päritolu, geneetiliste omaduste, keele, usutunnistuse või veendumuste, poliitiliste või muude arvamuste, rahvusvähemusse kuulumise, varalise seisundi, sünnipära, puude, vanuse või seksuaalse sättumuse alusel;T. arvestades, et viimasel ajal Euroopas sagenenud afrofoobsed rünnakud on otseselt suunatud kolmandate riikide kodanike, eelkõige pagulaste ja rändajate vastu;1. kutsub liikmesriike ja ELi institutsioone üles tunnistama, et Aafrika päritolu inimesed peavad taluma rassismi, diskrimineerimist ja ksenofoobiat ning nende inim- ja põhiõigused on üldiselt vähem kaitstud, et selline olukord kujutab endast struktuurilist rassismi ja et neil on nii üksikisikute kui ka rühmana õigus kaitsele ebavõrdsuse eest, sealhulgas positiivsetele meetmetele, mis tagaksid nende õiguste edendamise ja täieliku austamise;2. on seisukohal, et Aafrika päritolu inimeste aktiivne ja tähendusrikas osalemine sotsiaalses, majanduslikus, poliitilises ja kultuurielus on oluline, et lahendada afrofoobia probleem ja tagada nende inimeste kaasatus Euroopas;3. palub Euroopa Komisjonil luua ELi raamistik, et välja töötada riiklikud strateegiad Aafrika päritolu inimeste sotsiaalseks kaasamiseks ja integreerimiseks;4. mõistab teravalt hukka kõik füüsilised ja verbaalsed rünnakud, mille sihtrühmaks on Aafrika päritolu inimesed nii avalikus kui ka erasektoris;5. ergutab ELi institutsioone ja liikmesriike ametlikult tunnustama Aafrika päritolu inimesi Euroopas ja nende ajalugu, sealhulgas nii ajaloolist kui ka kaasaegset ebaõiglust ja inimsusvastaseid kuritegusid, nagu orjus ja Atlandi-ülene orjakaubandus ning Euroopa kolonialismi kuriteod, ning ühtlasi tunnustama Aafrika päritolu inimeste suuri saavutusi ja positiivset panust, tähistades nii ELi kui ka liikmesriikide tasandil orjanduse ja Atlandi-ülese orjakaubanduse ohvrite rahvusvahelist mälestuspäeva ja seades sisse nn musta ajaloo kuu (Black History Month) korraldamise tava;6. kutsub liikmesriike ja Euroopa institutsioone üles ametlikult tähistama ÜRO Aafrika päritolu rahvaste aastakümmet ning võtma tulemuslikke meetmeid selle kümnendi tegevuskava elluviimiseks tunnustamise, õigluse ja arengu vaimus;7. tuletab meelde, et mõned liikmesriigid on võtnud meetmeid, et tähenduslikult ja tulemuslikult heastada minevikus Aafrika päritolu inimeste suhtes toime pandud ülekohut ja inimsusvastaseid kuritegusid, pidades silmas, et nende kuritegude mõju kestab tänapäevani;8. kutsub ELi institutsioone ja ülejäänud liikmesriike üles seda eeskuju järgima, kusjuures see võib hõlmata mingis vormis hüvitamist, näiteks avalik vabandamine ja varastatud kultuuriväärtuste tagastamine päritoluriikidele;9. palub liikmesriikidel avada koloniaalaja arhiivid;10. nõuab, et ELi institutsioonid ja liikmesriigid teeksid jõupingutusi, et koos teiste peamiste sidusrühmadega süstemaatiliselt võidelda etnilise diskrimineerimise ja vihakuritegude vastu ning töötada nende nähtuste vastu välja tulemuslikud, tõenditele tuginevad õigus- ja poliitikameetmed; on seisukohal, et kui kogutaks teavet etnilise diskrimineerimise ja vihakuritegude kohta, tuleks seda teha ainult eesmärgiga kindlaks teha algpõhjused ning võidelda ksenofoobsete ja diskrimineerivate avalduste ja tegude vastu kooskõlas riiklike õigusraamistike ja ELi andmekaitse õigusaktidega;11. palub liikmesriikidel välja töötada riiklikud rassismivastased strateegiad, et lahendada Aafrika päritolu inimeste eriolukord sellistes valdkondades nagu haridus, eluase, tervishoid, tööhõive, politseitöö, sotsiaalteenused ja kohtusüsteem, poliitiline osalemine ja esindatus, ning julgustada Aafrika päritolu inimesi osalema telesaadetes ja muus meedias, et suurendada nende avalikku esindatust ja pakkuda Aafrika päritolu lastele head eeskuju;12. rõhutab kodanikuühenduste tähtsat rolli võitluses rassismi ja diskrimineerimise vastu ning nõuab rohujuure tasandi organisatsioonidele Euroopa, riiklikul ja kohalikul tasandil suuremat rahalist toetust;13. nõuab, et Euroopa Komisjon pööraks praegustes ja edaspidistes mitmeaastastes rahastamisprogrammides Aafrika päritolu inimestele rohkem tähelepanu;14. palub, et Euroopa Komisjon looks oma talituste spetsiaalse töörühma, mis tegeleks afrofoobia küsimustega;15. nõuab, et liikmesriigid rakendaksid ja jõustaksid nõuetekohaselt nõukogu raamotsuse rassismi ja ksenofoobia teatud vormide ja ilmingute vastu võitlemise kohta kriminaalõiguse vahenditega, eelkõige lugedes rassi, rahvusliku või etnilise päritoluga seotud ajendit kuritegu raskendavaks asjaoluks, tagamaks, et Aafrika päritolu inimeste vastu suunatud vihakuriteod registreeritakse ja neid uuritakse ning kurjategijad võetakse vastutusele ja neid karistatakse;16. palub liikmesriikidel tulemuslikult võidelda vihakuritegude vastu, sealhulgas uurida rassilisel, rahvuslikul või etnilisel päritolul põhinevate kuritegude eri ajendeid ning tagada, et Aafrika päritolu inimeste vastu suunatud vihakuriteod registreeritakse ja neid uuritakse ning kurjategijad võetakse vastutusele ja neid karistatakse;17. palub liikmesriikidel lõpetada rassiline ja etniline profileerimine kõigis kriminaalõiguse rakendamise vormides, terrorismivastastes meetmetes ja sisserändekontrollis, ametlikult tunnistada ebaseaduslikku diskrimineerimist ja vägivalda ning võidelda selle vastu, korraldades ametiasutustes rassismi ja kallutatuse vastaseid koolitusi;18. palub liikmesriikidel hukka mõista rassistlike ja afrofoobsete traditsioonide levik ja seda tõkestada;19. kutsub liikmesriike üles jälgima rassilist kallutatust kriminaalõigus- ja haridussüsteemis ning sotsiaalteenuste pakkumisel ja võtma ennetavaid meetmeid, et tagada võrdne kohtumõistmine, võrdne haridus ja võrdsed sotsiaalteenused ning parandada õiguskaitse- ja haridusasutuste ning sotsiaalteenuste osutajate suhteid vähemuskogukondade, eelkõige mustanahaliste kogukonna ja Aafrika päritolu inimestega;20. palub liikmesriikidel tagada, et Aafrika päritolu täiskasvanud ja lapsed saaksid teistega võrdselt kvaliteetset haridust ja hooldusteenuseid ilma diskrimineerimise ja eraldamiseta ning et vajaduse korral pakutaks piisavat õpituge; ergutab liikmesriike lisama Aafrika päritolu inimeste ajalugu õppekavadesse ning andma kolonialismi ja orjuse ajastust tervikliku ülevaate, millega ühtlasi tunnistatakse selle ajastu ajaloolist ja praeguseni kestvat negatiivset mõju Aafrika päritolu inimestele, palub samuti tagada, et õpetajad oleksid selle ülesande täitmiseks piisavalt ette valmistatud ja võimelised klassiruumis mitmekesisuse teemasid käsitlema;21. kutsub ELi institutsioone ja liikmesriike üles edendama ja toetama Aafrika päritolu inimeste tööhõive, ettevõtluse ja majandusliku mõjuvõimu suurendamise algatusi, et vähendada nende keskmisest suuremat töötust ja diskrimineerimist tööturul;22. palub liikmesriikidel pöörata tähelepanu Aafrika päritolu inimeste diskrimineerimisele eluasemeturul, konkreetsete meetmetega vähendada ebavõrdsust eluaseme saamisel ja tagada korralikud eluasemed;23. palub Euroopa Komisjonil ja ELi liikmesriikidel kehtivaid õigusakte ja tavasid arvesse võttes tagada rändajatele, pagulastele ja varjupaigataotlejatele turvalised ja seaduslikud võimalused ELi sisenemiseks;24. kutsub Euroopa Komisjoni ja Euroopa välisteenistust üles tulemuslikult tagama, et EL ei anna rahalisi vahendeid organisatsioonidele või rühmadele, mis tegelevad või on seotud mustanahaliste ja Aafrikast pärit rändajate orjastamise, salakaubaveo, piinamise ja nende vastu suunatud väljapressimisega, ei toeta neid ega tee nendega koostööd;25. kutsub Euroopa institutsioone üles tugevdama praeguseid jõupingutusi ja kiitma heaks tööjõu mitmekesisuse ja kaasamise strateegia, millega luuakse strateegiline kava etniliste ja rassiliste vähemuste osalemiseks tööturul;26. kutsub Euroopa erakondi ja poliitilisi sihtasutusi ning kõigi tasandite parlamente ELis üles toetama ja tegema algatusi, mis ergutavad Aafrika päritolu inimeste osalemist poliitikas;27. palub, et komisjon suhtleks tihedalt rahvusvaheliste organisatsioonidega, nagu OSCE, ÜRO, Aafrika Liit ja Euroopa Nõukogu, samuti muude rahvusvaheliste partneritega, et võidelda afrofoobia vastu rahvusvahelisel tasandil;28. teeb presidendile ülesandeks edastada käesolev resolutsioon nõukogule, komisjonile, liikmesriikide parlamentidele ja valitsustele ning Euroopa Nõukogu Parlamentaarsele Assambleele.",MH,MH,J,J,28.03.2019 15:48,Rändepakti kägistav haare: EL kehtestab aafriklastele Euroopas eriõigused. Värske resolutsioon,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased', 'paremäärmus', 'rass', 'rahvus']","['rände', 'rända', 'pagula', 'varjupaigataotl', 'ksenofoob', 'mustanahali', '([\\W ]|^)rass', 'aafrikla']",
